,Product,Review,Negative,Neutral,Positive,sentiment
1048,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",Good laptop,0,25.6,74.4,pos
1049,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","Pros:* Great budget laptop.* 8 cores*16 gb ram* RTX 3060Cons:* Dull FHD display* Heating issues* DDR4 RAM instead of 5 which is a big deal.* Need atleast 1tb storage.Recommendation- Best laptop under 1 lakhs, purchased for 92k offline.If you can stretch your budget then kindly go for Acer Predator Helios 300 i9 which offers higher value for money.",3.9,76.1,20,neu
1050,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","Cheap feeling product with very poor reliability. Asus has cut some serious corner in the manufacturing of this product. It feels very poorly built. The issues with this laptop started the very first day. The laptopw will freeze, Wifi is very poor and drops constantly, the charging brick was damaged. Overall, I do not recommend.",23.4,72.4,4.2,neu
1051,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","The media could not be loaded.
                



 Not working please refund me",16.4,83.6,0,neu
1052,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",,0,0,0,neg
1053,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","I had bought this laptop after checking in 100 ecommerce website but ended up in croma where i got a icici credit card instant cashback and a Samsung Monitor complimentary. PerformanceAs of now it's good as specs says but screen is not upto the mark .ThermalsI gets heated when heavy softwares running bcoz of Ryzen , but for normal usage it's good.Worth buying",0,84.4,15.6,neu
1054,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",No doubt the laptop itself is very good.But the main issue with the TUF series is the heating problem.That laptop gets heated up very fast and reaches minimum of 70 degree .This is the only issue i have been facing but overall I'll give it 9/10 rating .,0,94.3,5.7,neu
1055,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",These is the Best laptop under 1lac ...bt also check asus tuf A15 ryzen 6000 series their is a adv of ddr5 ram,0,84,16,neu
1056,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","It's good for gaming im playing games on it from more than a month, I faced some issues with wifi, and I contacted ASUS customer service and they solved it without formatting laptop. Overall it's good for gaming. I purchased it from local market at lower cost then 99,640 here. It cost me 96000 if you want to play game + stream them then it's best. If you are a casual gamer then go for 3050ti or 3050 one of my friend have it and it's nice too from ASUS TUF",2,74.3,23.6,neu
1057,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","It's a complete package in this price range. This device is coming with a Ryzen 9 series with 16gb ram that's a reward in itself. Also, it is equipped with Graphics Masters, Radeon and NVIDIA GeForce RTX 3060 comprising a total of 8 GB of graphic cards (2gb+6gb res.). The average FPS is 50-60 @144hz. It just gets heated in some time while gaming but cools down quickly as well. The overall performance, display and buildup of the device are also amazing.",0,88.6,11.4,neu
1058,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",This variant needs to go down even more like 90k or else I don't see the worth. Just having ryzen 9 doesn't do anything if you don't even have a mux switch or proper thermals to keep your laptop's temperature below 90°. Beware the temps are going to exceed 90°.,3.2,91.5,5.3,neu
1059,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",Performance of this laptop is top notch and expected since it has ryzen 9 and rtx 3060.build quality is also very good and display is also good for normal usage.the only issue with this laptop is thermals. It easily reaches 96 degrees(turbo mode on)While gaming.apart from that it is a very good choice.just go for it!!!!,0,75.9,24.1,neu
1060,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",Amd radeon graphics (8GB) is given instead of RTX 3060 (6GB).They give AMD software and as well as NVIDIA software. The model of AMD is not mentioned. best laptop no doubt but check before use it,5.7,86.2,8.1,neu
1061,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","The media could not be loaded.
                



 I am very impressed ☺☺☺☺☺😇Value of moneyGood for :Gaming,ProgrammingJujuuuhhGta 5Frozen 5Video Editing",0,52.5,47.5,neu
1062,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","The media could not be loaded.
                



 Best laptop i have buyed because in this you are getting 5900hx and rtx 3060 you should go for it , it cost me around 100k",9.8,90.2,0,neu
1063,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",Overall spec is really awesome for a mid range gaming laptop.Ryzen 9 5900hxRTX 3060Killer combo !!! Developer + GamerUnfortunately the wifi is bad. If you use in another room wifi signal keeps fluctuating which is bitter experience for online gamingI had switched to lan and really loving it,10.5,73.6,15.8,neu
1064,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",This laptop is very good for gaming and editing...but it heats very much while gaming it goes 96c (turbo on)bt u can reduce the temperature to 75c max with turbo off mode,0,90.7,9.3,neu
1065,"ASUS TUF Gaming A15, 15.6&#34; (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",Laptop gets heat little after using High software.i like is all good specifications and build quality is good!! Go for it no issues,7.3,63.2,29.5,neu
1066,"Lenovo V15 Intel Core i3 11th Gen 15.6&#34; (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1.7 kg), 82KBA033IH",It's very good laptop for trading and business purpose.But it has 1 disadvantage that we have to purchase windows office.It's not Life time free.,18.5,70.7,10.8,neu
1067,"HP 15s,12th Gen Intel Core i3-1215U, 15.6 inch(39.6cm) FHD IPS Laptop(8GB RAM/512 GB SSD/Intel UHD Graphics/Win 11/Backlit Keyboard/Dual Speakers/MSO) 15s-fq5007TU",Awesome laptop I used this laptop from 2 month my experience is excellent. You should have to buy this laptop.,0,69.8,30.2,neu
1068,"HP 15s,12th Gen Intel Core i3-1215U, 15.6 inch(39.6cm) FHD IPS Laptop(8GB RAM/512 GB SSD/Intel UHD Graphics/Win 11/Backlit Keyboard/Dual Speakers/MSO) 15s-fq5007TU","Hp5007tuI3 12th gen, 500 gb ssd, backlight keyboard, 65w fast chargingBest in this segment.Buy it in 45k",0,100,0,neu
1069,"HP 15s,12th Gen Intel Core i3-1215U, 15.6 inch(39.6cm) FHD IPS Laptop(8GB RAM/512 GB SSD/Intel UHD Graphics/Win 11/Backlit Keyboard/Dual Speakers/MSO) 15s-fq5007TU","Bought in Rs 42000 , Excellent laptop but slight battery issue due to high display configuration. Backlit keyboard is good.",0,74.4,25.6,neu
1070,"HP 15s, 11th Gen Intel Core i3 8GB RAM/1TB HDD+256 GB SSD 15.6-inches/39.6 cm FHD Laptop/Windows 11/Intel UHD Graphics/Dual Speakers/Alexa/MSO/Fast Charge/1.75 Kg, 15s-du3614TU",Great storage option of 1TB not available in most of the devices. Very fast charging and long battery life.,0,81.4,18.6,neu
1071,"HP 15s, 11th Gen Intel Core i3 8GB RAM/1TB HDD+256 GB SSD 15.6-inches/39.6 cm FHD Laptop/Windows 11/Intel UHD Graphics/Dual Speakers/Alexa/MSO/Fast Charge/1.75 Kg, 15s-du3614TU",BAG OR ANY ASSORIES NOT PROVIDED. NO TECHNICAL SUPPORT RECEIVED SO FAR!!,19.3,67.9,12.8,neu
1072,"HP 15s, 11th Gen Intel Core i3 8GB RAM/1TB HDD+256 GB SSD 15.6-inches/39.6 cm FHD Laptop/Windows 11/Intel UHD Graphics/Dual Speakers/Alexa/MSO/Fast Charge/1.75 Kg, 15s-du3614TU",GOOD PRODUCT,0,25.6,74.4,pos
1073,"HP 15s, 11th Gen Intel Core i3 8GB RAM/1TB HDD+256 GB SSD 15.6-inches/39.6 cm FHD Laptop/Windows 11/Intel UHD Graphics/Dual Speakers/Alexa/MSO/Fast Charge/1.75 Kg, 15s-du3614TU",looks good. Let me see how it functions in long run.,0,77.5,22.5,neu
1074,"HP 15s, 11th Gen Intel Core i3 8GB RAM/1TB HDD+256 GB SSD 15.6-inches/39.6 cm FHD Laptop/Windows 11/Intel UHD Graphics/Dual Speakers/Alexa/MSO/Fast Charge/1.75 Kg, 15s-du3614TU",Worst experience.... Guys I will recommend do not buy from this seller or Amazon because they are doing fraud.... I ordered the laptop and they send me the defective piece as the battery is draining so fast... Also asked Amazon to replace but they denied to replace it and neither they are not giving any contact of seller as well....... Recommend not to buy,17.1,69.5,13.3,neu
1075,"HP 15s, 11th Gen Intel Core i3 8GB RAM/1TB HDD+256 GB SSD 15.6-inches/39.6 cm FHD Laptop/Windows 11/Intel UHD Graphics/Dual Speakers/Alexa/MSO/Fast Charge/1.75 Kg, 15s-du3614TU","Good laptop, I can't find any issues after 25 days",0,75.6,24.4,neu
1076,"HP 15s, 11th Gen Intel Core i3 8GB RAM/1TB HDD+256 GB SSD 15.6-inches/39.6 cm FHD Laptop/Windows 11/Intel UHD Graphics/Dual Speakers/Alexa/MSO/Fast Charge/1.75 Kg, 15s-du3614TU","It looks like a hard plastic sheet is cut and moulded to form the platform and key pad (no back light),and touch pad fitted in, touch padis not spill proof. we can see circuit board between the gaps. No aesthetic appeal, it seems if you begged to company please give me something in my budget, then company gone reducing the budget to level lo get the eureka (get this, we can afford only this much)",7.1,87,6,neu
1077,"HP 15s, 11th Gen Intel Core i3 8GB RAM/1TB HDD+256 GB SSD 15.6-inches/39.6 cm FHD Laptop/Windows 11/Intel UHD Graphics/Dual Speakers/Alexa/MSO/Fast Charge/1.75 Kg, 15s-du3614TU","Got it for 42,899 but during the BBD the price reduced to 42000 . Except it everything is good.",0,82.4,17.6,neu
1078,"HP 15s, 11th Gen Intel Core i3 8GB RAM/1TB HDD+256 GB SSD 15.6-inches/39.6 cm FHD Laptop/Windows 11/Intel UHD Graphics/Dual Speakers/Alexa/MSO/Fast Charge/1.75 Kg, 15s-du3614TU",Good value for money,0,27.4,72.6,pos
1079,"HP 15s, 11th Gen Intel Core i3 8GB RAM/1TB HDD+256 GB SSD 15.6-inches/39.6 cm FHD Laptop/Windows 11/Intel UHD Graphics/Dual Speakers/Alexa/MSO/Fast Charge/1.75 Kg, 15s-du3614TU",Don't purchase it. No one is interested to solve the issue.,0,55.6,44.4,neu
1080,"HP 15s, 11th Gen Intel Core i3 8GB RAM/1TB HDD+256 GB SSD 15.6-inches/39.6 cm FHD Laptop/Windows 11/Intel UHD Graphics/Dual Speakers/Alexa/MSO/Fast Charge/1.75 Kg, 15s-du3614TU",Its flickering. provided defective product on 23rd OCTOBER and not yet replaced it or refunded to me.,15.3,84.7,0,neu
1081,"HP 15s, 11th Gen Intel Core i3 8GB RAM/1TB HDD+256 GB SSD 15.6-inches/39.6 cm FHD Laptop/Windows 11/Intel UHD Graphics/Dual Speakers/Alexa/MSO/Fast Charge/1.75 Kg, 15s-du3614TU","The seller claims in the description as MS Office Student & Home 2021, whereas I have actually received MS Office 365, which I am not at all interested in",7.5,92.5,0,neu
1082,"HP 15s, 11th Gen Intel Core i3 8GB RAM/1TB HDD+256 GB SSD 15.6-inches/39.6 cm FHD Laptop/Windows 11/Intel UHD Graphics/Dual Speakers/Alexa/MSO/Fast Charge/1.75 Kg, 15s-du3614TU",The media could not be loaded.,0,100,0,neu
1083,"HP 15s, 11th Gen Intel Core i3 8GB RAM/1TB HDD+256 GB SSD 15.6-inches/39.6 cm FHD Laptop/Windows 11/Intel UHD Graphics/Dual Speakers/Alexa/MSO/Fast Charge/1.75 Kg, 15s-du3614TU",Good 👍,0,40.8,59.2,pos
1084,"HP 14s, AMD Athlon Silver 3050U, 8GB RAM/256GB SSD 14-inch(35.6 cm) HD,Micro-Edge Display/Win 11/AMD Radeon Graphics/Dual Speakers/ MSO 2021/Fast Charge/1.41 Kg, 14s-fq0568AU",Battery issue,0,100,0,neu
1085,"HP 14s, AMD Athlon Silver 3050U, 8GB RAM/256GB SSD 14-inch(35.6 cm) HD,Micro-Edge Display/Win 11/AMD Radeon Graphics/Dual Speakers/ MSO 2021/Fast Charge/1.41 Kg, 14s-fq0568AU",please redeem/provide to customer rewards or gift for purchasing this laptop by amazon/laptop company,0,57,43,neu
1086,"ASUS VivoBook 15, Intel Core i3-1115G4 11th Gen, 15.6&#34; (39.62 cm) FHD, Thin &amp; Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Black/1.8 kg), X1500EA-EJ322WS",DO NOT BUY THIS PRODUCT. The seller is a cheat. In the image it's displayed as produxt comes with finger print sensor and back-lit keyboard. The product which I got does not have both the features. Also the model number displayed in features page differs from actual product. The seller is a cheat.,10.5,87.3,2.3,neu
1087,"ASUS VivoBook 15, Intel Core i3-1115G4 11th Gen, 15.6&#34; (39.62 cm) FHD, Thin &amp; Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Black/1.8 kg), X1500EA-EJ322WS",It's a great machine all put together ...in 11Gen 8gb ram 512 SSD its a good machine value for money,0,64.4,35.6,neu
1088,"ASUS VivoBook 15, Intel Core i3-1115G4 11th Gen, 15.6&#34; (39.62 cm) FHD, Thin &amp; Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Black/1.8 kg), X1500EA-EJ322WS",Amazing laptop in this range. Would recommend for students and other light work. Must buy for home usage or study,0,74.1,25.9,neu
1089,"ASUS VivoBook 15, Intel Core i3-1115G4 11th Gen, 15.6&#34; (39.62 cm) FHD, Thin &amp; Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Black/1.8 kg), X1500EA-EJ322WS",Not good as features are shown in this laptop screen brightness is very less cantveven see in sun shine daytime,10.5,78.2,11.3,neu
1090,"ASUS VivoBook 15, Intel Core i3-1115G4 11th Gen, 15.6&#34; (39.62 cm) FHD, Thin &amp; Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Black/1.8 kg), X1500EA-EJ322WS",DO NOT BUY THIS PRODUCT. The seller is a cheat. In the image it's displayed as produxt comes with finger print sensor and back-lit keyboard. The product which I got does not have both the features. Also the model number displayed in features page differs from actual product. The seller is a cheat.,10.5,87.3,2.3,neu
1091,"ASUS VivoBook 15, Intel Core i3-1115G4 11th Gen, 15.6&#34; (39.62 cm) FHD, Thin &amp; Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Black/1.8 kg), X1500EA-EJ322WS",It's a great machine all put together ...in 11Gen 8gb ram 512 SSD its a good machine value for money,0,64.4,35.6,neu
1092,"ASUS VivoBook 15, Intel Core i3-1115G4 11th Gen, 15.6&#34; (39.62 cm) FHD, Thin &amp; Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Black/1.8 kg), X1500EA-EJ322WS",Amazing laptop in this range. Would recommend for students and other light work. Must buy for home usage or study,0,74.1,25.9,neu
